,album,artist_name,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,explicit,mode,popularity,duration_ms,Unnamed: 0
8176,A Star Is Born Soundtrack,Cast,15,0eUwuRuPBzxhU9ApFIcDl2,Diggin' My Grave,spotify:track:0eUwuRuPBzxhU9ApFIcDl2,0.171,0.684,0.612,1.53e-05,0.103,-4.653,0.0287,93.964,0.561,False,0,58,237307,
8177,A Star Is Born Soundtrack,Cast,16,51ZgAMeyKwDjWhNDQExrsk,I Love You - Dialogue,spotify:track:51ZgAMeyKwDjWhNDQExrsk,0.695,0.267,0.979,1.52e-05,0.993,-13.05,0.525,119.841,0.185,False,1,9,19453,
8178,A Star Is Born Soundtrack,Cast,18,0lnrjpBMWV5Qxr9j1pRciH,Unbelievable - Dialogue,spotify:track:0lnrjpBMWV5Qxr9j1pRciH,0.727,0.524,0.517,0.0,0.385,-12.84,0.558,56.94,0.715,False,1,13,28813,
8179,A Star Is Born Soundtrack,Cast,19,1UR9zquKVw87PBAl5b9PDH,How Do You Hear It? - Dialogue,spotify:track:1UR9zquKVw87PBAl5b9PDH,0.606,0.0,0.13,0.0,0.355,-21.347,0.0,0.0,0.0,False,1,2,14507,
8180,A Star Is Born Soundtrack,Cast,20,1l9G7M8gNyQsgOGWZGoQsT,Look What I Found,spotify:track:1l9G7M8gNyQsgOGWZGoQsT,0.456,0.849,0.493,0.000463,0.133,-4.1,0.0417,97.012,0.447,False,0,65,175240,
8181,A Star Is Born Soundtrack,Cast,21,5VpExShvwh3nochk8Depet,Memphis - Dialogue,spotify:track:5VpExShvwh3nochk8Depet,0.4,0.83,0.159,0.0,0.386,-21.566,0.928,126.483,0.893,False,0,8,24480,
8182,A Star Is Born Soundtrack,Cast,22,5Ctq1DOZUWZqsQZXro2jf7,Heal Me,spotify:track:5Ctq1DOZUWZqsQZXro2jf7,0.0481,0.606,0.544,0.0,0.0916,-8.36,0.0593,86.013,0.456,False,0,60,196800,
8183,A Star Is Born Soundtrack,Cast,23,1EWKuMkjiVrHRoqAquXVfL,I Don't Know What Love Is,spotify:track:1EWKuMkjiVrHRoqAquXVfL,0.348,0.421,0.535,0.000194,0.194,-6.556,0.0288,62.671,0.221,False,1,63,177293,
8184,A Star Is Born Soundtrack,Cast,24,1OlU1rn0QOG40zQ699g3hV,Vows - Dialogue,spotify:track:1OlU1rn0QOG40zQ699g3hV,0.711,0.789,0.264,0.0,0.285,-23.195,0.952,92.748,0.169,False,0,6,17933,
8185,A Star Is Born Soundtrack,Cast,25,172e82oK9vGoBPvc6SqMm5,Is That Alright?,spotify:track:172e82oK9vGoBPvc6SqMm5,0.868,0.557,0.279,1.25e-05,0.0978,-7.757,0.0372,102.727,0.263,False,1,66,191280,
8186,A Star Is Born Soundtrack,Cast,26,2YEslbHiO4TyqNv2BQ2EWJ,SNL - Dialogue,spotify:track:2YEslbHiO4TyqNv2BQ2EWJ,0.408,0.0,0.0604,0.0,0.509,-20.782,0.0,0.0,0.0,False,1,2,13147,
8187,A Star Is Born Soundtrack,Cast,27,2FoSFSX2W1p8ri1Wj1Wavn,Why Did You Do That?,spotify:track:2FoSFSX2W1p8ri1Wj1Wavn,0.0304,0.792,0.548,9.94e-06,0.339,-5.484,0.0582,116.008,0.445,False,0,55,184960,
8188,A Star Is Born Soundtrack,Cast,28,16VQqrD8XTaIiJDCMStjxK,Hair Body Face,spotify:track:16VQqrD8XTaIiJDCMStjxK,0.0103,0.863,0.457,5.32e-05,0.109,-6.422,0.0526,115.009,0.401,False,0,53,202640,
8189,A Star Is Born Soundtrack,Cast,29,6I1iluD72xZcXK9E4BRp25,Scene 98 - Dialogue,spotify:track:6I1iluD72xZcXK9E4BRp25,0.546,0.728,0.139,0.0,0.569,-20.819,0.933,65.859,0.562,True,1,49,35227,
8190,A Star Is Born Soundtrack,Cast,30,3ZZyYqxcaogkXq1j7V1N2H,Before I Cry,spotify:track:3ZZyYqxcaogkXq1j7V1N2H,0.157,0.48,0.56,0.0,0.168,-5.196,0.0373,146.41,0.167,False,1,54,258547,
8191,A Star Is Born Soundtrack,Cast,31,0BREFDMy22wEf3ZJP2BEJp,Too Far Gone,spotify:track:0BREFDMy22wEf3ZJP2BEJp,0.0385,0.565,0.482,1.98e-05,0.107,-6.621,0.0251,67.479,0.342,False,1,53,86160,
8192,A Star Is Born Soundtrack,Cast,32,5BIWSuX4Bto9f8xuXhOyJn,Twelve Notes - Dialogue,spotify:track:5BIWSuX4Bto9f8xuXhOyJn,0.101,0.505,0.26,0.000224,0.793,-25.521,0.721,81.57,0.615,False,1,50,63707,
8193,A Star Is Born Soundtrack,Cast,33,4A7EkKijzA4ryEoCRWJzdG,I'll Never Love Again - Film Version,spotify:track:4A7EkKijzA4ryEoCRWJzdG,0.763,0.451,0.34,2.49e-06,0.135,-7.466,0.031,110.502,0.221,False,1,72,281067,
8194,A Star Is Born Soundtrack,Cast,34,2fbJ5Msx8KoDKpyufH5YsU,I'll Never Love Again - Extended Version,spotify:track:2fbJ5Msx8KoDKpyufH5YsU,0.685,0.406,0.359,3.67e-06,0.122,-6.145,0.0293,109.246,0.202,False,1,72,328893,
8195,A Star Is Born Soundtrack,Cast,11,5nqqewNcwdtcRXKyvzrdJb,Trust Me,spotify:track:5nqqewNcwdtcRXKyvzrdJb,0.855,0.354,0.578,1.02e-05,0.955,-14.301,0.595,97.961,0.91,False,0,27,31360,
8196,A Star Is Born Soundtrack,Cast,29,35Y59Gmg2BoOjO9c5aerR2,Scene 98,spotify:track:35Y59Gmg2BoOjO9c5aerR2,0.574,0.745,0.154,0.0,0.632,-19.151,0.817,119.075,0.482,False,0,15,34240,
8197,A Star Is Born Soundtrack (Without Dialogue),Bradley Cooper,6,6QfS2wq5sSC1xAJCQsTSlj,Shallow - Radio Edit,spotify:track:6QfS2wq5sSC1xAJCQsTSlj,0.416,0.575,0.33,0.0,0.0872,-6.557,0.031,95.801,0.277,False,1,77,217213,
8198,A Star Is Born Soundtrack (Without Dialogue),Bradley Cooper,9,2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,0.299,0.553,0.502,0.0,0.764,-5.972,0.0409,129.976,0.296,False,1,83,210200,
8199,A Star Is Born Soundtrack (Without Dialogue),Bradley Cooper,18,3DKpA54hrFIdPN6AtL9HXa,I'll Never Love Again - Film Version - Radio Edit,spotify:track:3DKpA54hrFIdPN6AtL9HXa,0.785,0.45,0.335,1.25e-06,0.0979,-7.464,0.0298,109.908,0.25,False,1,68,281235,
8200,A Star Is Born Soundtrack (Without Dialogue),Bradley Cooper,19,54e5nUP7pHqVfaiCsq9FpW,I'll Never Love - Extended Version - Radio Edit,spotify:track:54e5nUP7pHqVfaiCsq9FpW,0.712,0.403,0.356,2.04e-06,0.109,-6.173,0.0287,108.989,0.194,False,1,57,328016,
8201,Joanne (Deluxe),Lady Gaga,2,6Az2Ll2CPnWYQ2BgiHf4Di,A-YO,spotify:track:6Az2Ll2CPnWYQ2BgiHf4Di,0.0987,0.666,0.889,0.0,0.0965,-5.699,0.144,149.959,0.916,False,1,59,207720,
8202,Joanne (Deluxe),Lady Gaga,3,2kecdnlyueotEMC8rdNlf6,Joanne,spotify:track:2kecdnlyueotEMC8rdNlf6,0.146,0.549,0.414,0.0,0.0998,-8.453,0.0273,149.746,0.404,False,1,61,196907,
8203,Joanne (Deluxe),Lady Gaga,4,3d0VZU6Mf2hdZRHA4zry8S,John Wayne,spotify:track:3d0VZU6Mf2hdZRHA4zry8S,0.00131,0.61,0.667,0.00018,0.34,-5.825,0.0314,96.954,0.51,False,0,63,174307,
8204,Joanne (Deluxe),Lady Gaga,5,0lqcnnclUdVbPPboOldEPp,Dancin' In Circles,spotify:track:0lqcnnclUdVbPPboOldEPp,0.0304,0.635,0.718,0.000383,0.233,-7.775,0.119,171.915,0.787,False,0,57,207173,
8205,Joanne (Deluxe),Lady Gaga,6,56ZrTFkANjeAMiS14njg4E,Perfect Illusion,spotify:track:56ZrTFkANjeAMiS14njg4E,0.0012,0.613,0.857,0.0,0.358,-5.492,0.0366,124.987,0.664,False,0,67,182000,
8206,Joanne (Deluxe),Lady Gaga,7,7dZ1Odmx9jWIweQSatnRqo,Million Reasons,spotify:track:7dZ1Odmx9jWIweQSatnRqo,0.494,0.666,0.423,0.0,0.106,-8.012,0.043,129.89,0.154,False,1,81,205280,
8207,Joanne (Deluxe),Lady Gaga,8,6oT5s4bAHOMM5cvt1v9Kzv,Sinner's Prayer,spotify:track:6oT5s4bAHOMM5cvt1v9Kzv,0.239,0.599,0.712,0.000302,0.172,-7.316,0.0458,92.186,0.721,False,1,54,223387,
8208,Joanne (Deluxe),Lady Gaga,9,5YWHg9507fUXvtdSW3x6cF,Come To Mama,spotify:track:5YWHg9507fUXvtdSW3x6cF,0.0161,0.395,0.867,0.0,0.141,-5.805,0.105,179.911,0.557,True,1,52,254773,
8209,Joanne (Deluxe),Lady Gaga,10,554PnB96IltLzVlbinBstw,Hey Girl,spotify:track:554PnB96IltLzVlbinBstw,0.0562,0.754,0.451,6.5e-06,0.0688,-7.882,0.038,138.024,0.622,False,1,56,255413,
8210,Joanne (Deluxe),Lady Gaga,11,5O31BTWa4XNFtE3zVgeCoh,Angel Down,spotify:track:5O31BTWa4XNFtE3zVgeCoh,0.8,0.294,0.321,0.0,0.109,-11.251,0.0317,107.472,0.0669,False,1,53,229147,
8211,Joanne (Deluxe),Lady Gaga,12,6Xxvdy1m9TX9HTxOzQcfuV,Grigio Girls,spotify:track:6Xxvdy1m9TX9HTxOzQcfuV,0.355,0.738,0.506,0.0,0.691,-9.311,0.0588,127.849,0.54,True,1,54,180467,
8212,Joanne (Deluxe),Lady Gaga,13,52vpwwKa8qFP1WDIsky1xT,Just Another Day,spotify:track:52vpwwKa8qFP1WDIsky1xT,0.125,0.624,0.437,0.0,0.105,-8.91,0.0319,166.882,0.693,False,1,52,178000,
8213,Joanne (Deluxe),Lady Gaga,14,6vIi1fDLoB0cXdUqcZ6QRi,Angel Down - Work Tape,spotify:track:6vIi1fDLoB0cXdUqcZ6QRi,0.569,0.636,0.237,0.0,0.114,-8.233,0.0322,111.817,0.213,False,1,50,139827,
8214,Cheek To Cheek (Deluxe),Tony Bennett,16,3BjrO5IkvIho2URXIRAyqA,On A Clear Day (You Can See Forever),spotify:track:3BjrO5IkvIho2URXIRAyqA,0.727,0.508,0.553,5.15e-06,0.108,-7.315,0.0437,133.172,0.663,False,1,12,154067,
8215,Cheek To Cheek (Deluxe),Tony Bennett,17,2TQCkDEmpsM1M1hl6EL6zO,"Bewitched, Bothered And Bewildered - Live From Jazz At Lincoln Center",spotify:track:2TQCkDEmpsM1M1hl6EL6zO,0.812,0.448,0.329,0.0,0.183,-7.92,0.0584,108.525,0.352,False,0,13,187387,
8216,Cheek To Cheek (Deluxe),Tony Bennett,1,3Cq4BUlxDg4ulj7XnN2COP,Anything Goes,spotify:track:3Cq4BUlxDg4ulj7XnN2COP,0.589,0.504,0.6,0.0,0.0801,-5.666,0.0787,154.623,0.763,False,1,56,123973,
8217,Cheek To Cheek (Deluxe),Tony Bennett,2,0UuRIovHyU6KeTzY4gS0L2,Cheek To Cheek,spotify:track:0UuRIovHyU6KeTzY4gS0L2,0.838,0.569,0.423,0.0,0.144,-8.453,0.0861,93.956,0.514,False,1,58,170547,
8218,Cheek To Cheek (Deluxe),Tony Bennett,3,1QjDcQh2cpJvf6ii5irzVz,Don't Wait Too Long,spotify:track:1QjDcQh2cpJvf6ii5irzVz,0.824,0.299,0.281,0.000173,0.116,-12.245,0.0305,89.904,0.353,False,1,42,156267,
8219,Cheek To Cheek (Deluxe),Tony Bennett,4,6rPeI30oZ1yoATa1cDmEFS,I Can't Give You Anything But Love,spotify:track:6rPeI30oZ1yoATa1cDmEFS,0.563,0.505,0.522,0.000168,0.311,-7.207,0.0454,126.362,0.546,False,1,46,193307,
8220,Cheek To Cheek (Deluxe),Tony Bennett,5,7sYJdgkkdcjN1Zr5Rgbpl8,Nature Boy,spotify:track:7sYJdgkkdcjN1Zr5Rgbpl8,0.949,0.294,0.253,0.00689,0.0883,-11.134,0.028,92.385,0.289,False,0,49,248427,
8221,Cheek To Cheek (Deluxe),Tony Bennett,6,27I0k8fvpCDwY9A0uxqqd0,Goody Goody,spotify:track:27I0k8fvpCDwY9A0uxqqd0,0.701,0.474,0.671,0.0,0.226,-8.264,0.187,195.656,0.515,False,1,45,131827,
8222,Cheek To Cheek (Deluxe),Tony Bennett,7,25tzJjzIw1u2kntCVTJEzC,Ev'ry Time We Say Goodbye,spotify:track:25tzJjzIw1u2kntCVTJEzC,0.963,0.401,0.129,4.93e-06,0.12,-13.324,0.0324,87.503,0.187,False,1,44,190293,
8223,Cheek To Cheek (Deluxe),Tony Bennett,9,4Sps76IJpIyyZqRTj7HCEi,I Won't Dance,spotify:track:4Sps76IJpIyyZqRTj7HCEi,0.733,0.537,0.496,1.8e-06,0.128,-6.75,0.0563,128.707,0.696,False,1,45,236720,
8224,Cheek To Cheek (Deluxe),Tony Bennett,10,5s44vQBcE1dK8VxRk3VMqr,They All Laughed,spotify:track:5s44vQBcE1dK8VxRk3VMqr,0.783,0.649,0.558,0.0,0.212,-6.947,0.0677,89.376,0.928,False,0,44,108560,
8225,Cheek To Cheek (Deluxe),Tony Bennett,11,0i6JF8OHlrX1Rxe13GbDnC,Lush Life,spotify:track:0i6JF8OHlrX1Rxe13GbDnC,0.93,0.273,0.169,0.0,0.112,-10.39,0.0361,81.268,0.115,False,0,43,254693,
8226,Cheek To Cheek (Deluxe),Tony Bennett,12,5zL83mKy1UQdjBVkalcsbP,Sophisticated Lady,spotify:track:5zL83mKy1UQdjBVkalcsbP,0.975,0.452,0.182,1.97e-05,0.126,-12.169,0.0346,135.839,0.219,False,0,39,229453,
8227,Cheek To Cheek (Deluxe),Tony Bennett,13,0MH2uJT6XXhtm419pZn2H9,Let's Face The Music And Dance,spotify:track:0MH2uJT6XXhtm419pZn2H9,0.705,0.51,0.638,1.38e-05,0.343,-6.769,0.056,121.075,0.747,False,1,44,126760,
8228,Cheek To Cheek (Deluxe),Tony Bennett,14,5CxkNGZFfG7eiWNWhvUC9A,But Beautiful,spotify:track:5CxkNGZFfG7eiWNWhvUC9A,0.939,0.162,0.18,0.00681,0.117,-12.224,0.0329,47.066,0.154,False,1,44,244080,
8229,Cheek To Cheek (Deluxe),Tony Bennett,15,1GERVZcph8qx09OR7Wo1UV,It Don't Mean A Thing (If It Ain't Got That Swing),spotify:track:1GERVZcph8qx09OR7Wo1UV,0.816,0.544,0.778,0.0174,0.298,-6.014,0.0619,117.193,0.875,False,0,50,143707,
8230,ARTPOP,Lady Gaga,15,5YYLfdMTOx1dfsUPAh8f1v,Applause - Empire Of The Sun Remix,spotify:track:5YYLfdMTOx1dfsUPAh8f1v,0.000891,0.567,0.864,0.000358,0.298,-5.475,0.0385,127.918,0.675,False,0,10,248280,
8231,ARTPOP,Lady Gaga,1,3fibIzbkYbvTmdoD5u2nPm,Aura,spotify:track:3fibIzbkYbvTmdoD5u2nPm,0.0252,0.71,0.822,3.21e-06,0.173,-4.912,0.0631,129.967,0.353,True,1,57,235733,
8232,ARTPOP,Lady Gaga,2,3n3S5cH3IyaOswY2XSUGTS,Venus,spotify:track:3n3S5cH3IyaOswY2XSUGTS,0.0267,0.811,0.895,0.0,0.104,-4.304,0.0608,121.01,0.736,True,0,64,233720,
8233,ARTPOP,Lady Gaga,3,4rYLpaNFzt6pkQnrCvVHUw,G.U.Y.,spotify:track:4rYLpaNFzt6pkQnrCvVHUw,0.0141,0.616,0.919,0.0,0.117,-3.468,0.0401,110.008,0.572,True,0,68,232667,
8234,ARTPOP,Lady Gaga,4,0kS6GezxkbM5YXffQFnID6,Sexxx Dreams,spotify:track:0kS6GezxkbM5YXffQFnID6,0.0281,0.674,0.715,0.0,0.0894,-4.337,0.0493,113.942,0.381,True,1,58,214640,
8235,ARTPOP,Lady Gaga,5,2MqhCzdw8Py25ZHY2Di3Sr,Jewels N' Drugs,spotify:track:2MqhCzdw8Py25ZHY2Di3Sr,0.00313,0.737,0.893,0.0,0.245,-4.151,0.0687,136.039,0.534,True,1,51,228040,
8236,ARTPOP,Lady Gaga,6,70VukjWPu4TR2xQSRaEwlL,MANiCURE,spotify:track:70VukjWPu4TR2xQSRaEwlL,0.00154,0.667,0.912,1.17e-06,0.792,-3.218,0.044,138.084,0.867,False,0,56,199787,
8237,ARTPOP,Lady Gaga,7,73zDQykFwu3yT5VQ6MwYbh,ARTPOP,spotify:track:73zDQykFwu3yT5VQ6MwYbh,0.00106,0.747,0.665,1.19e-05,0.0702,-4.38,0.0573,117.035,0.432,False,1,60,247533,
8238,ARTPOP,Lady Gaga,8,6AczxDV0grtXZZ7h8xI5cS,Swine,spotify:track:6AczxDV0grtXZZ7h8xI5cS,0.0062,0.712,0.861,3.42e-05,0.634,-3.625,0.136,127.89,0.209,True,1,55,268600,
8239,ARTPOP,Lady Gaga,9,2OoLIJNxpsNs9wIHqWQrED,Donatella,spotify:track:2OoLIJNxpsNs9wIHqWQrED,0.012,0.694,0.814,0.0,0.425,-4.919,0.23,124.976,0.686,True,0,62,264960,
8240,ARTPOP,Lady Gaga,10,2I5tTeFL69KZCiO0YYoql7,Fashion!,spotify:track:2I5tTeFL69KZCiO0YYoql7,0.00286,0.606,0.799,0.0,0.118,-4.737,0.0485,116.991,0.501,False,0,56,239853,
8241,ARTPOP,Lady Gaga,11,0gMpKudmJ2ljDVAdIe9DmR,Mary Jane Holland,spotify:track:0gMpKudmJ2ljDVAdIe9DmR,0.0156,0.48,0.967,0.0,0.356,-4.586,0.235,101.997,0.206,True,0,54,277800,
8242,ARTPOP,Lady Gaga,14,5ka2ajep9OAvU5Sgduhiex,Applause,spotify:track:5ka2ajep9OAvU5Sgduhiex,0.0265,0.669,0.78,1.63e-06,0.143,-4.287,0.053,139.945,0.738,False,0,77,212333,
8243,Smile,Katy Perry,1,1IIV8jglA0klVZy17q665k,Never Really Over,spotify:track:1IIV8jglA0klVZy17q665k,0.217,0.77,0.881,0.0,0.324,-4.776,0.067,99.995,0.367,False,1,69,223297,
8244,Smile,Katy Perry,3,3i0uu4DEpcmEAudChpVDBh,Teary Eyes,spotify:track:3i0uu4DEpcmEAudChpVDBh,0.104,0.616,0.659,0.0,0.079,-5.994,0.0404,125.962,0.441,False,1,53,182595,
8245,Smile,Katy Perry,4,367wyLNqQMr5e8S2E6Zvpp,Daisies,spotify:track:367wyLNqQMr5e8S2E6Zvpp,0.0825,0.642,0.546,0.0,0.0989,-5.377,0.0407,122.165,0.142,False,1,65,174313,
8246,Smile,Katy Perry,5,3By64Pmpn0LkwPKSjqSTBp,Resilient,spotify:track:3By64Pmpn0LkwPKSjqSTBp,0.317,0.7,0.519,0.0,0.159,-7.091,0.0576,135.871,0.65,False,1,51,187822,
8247,Smile,Katy Perry,6,2F20djOXWDSFEXu3tPdV71,Not the End of the World,spotify:track:2F20djOXWDSFEXu3tPdV71,0.119,0.508,0.738,0.0,0.0558,-5.126,0.0579,158.131,0.523,False,0,60,178642,
8248,Smile,Katy Perry,8,5iKXqTVr88ghRPwMEeVKVM,Champagne Problems,spotify:track:5iKXqTVr88ghRPwMEeVKVM,0.0185,0.711,0.674,0.0,0.184,-6.114,0.106,108.883,0.774,False,1,57,196218,
8249,Smile,Katy Perry,9,5ahNnBifspeXOi1sMbiXHT,Tucked,spotify:track:5ahNnBifspeXOi1sMbiXHT,0.00544,0.775,0.68,0.0,0.047,-5.155,0.038,123.005,0.929,False,1,59,187436,
8250,Smile,Katy Perry,10,3B4etxytImrRKQgV3XHjnR,Harleys In Hawaii,spotify:track:3B4etxytImrRKQgV3XHjnR,0.162,0.721,0.751,6.59e-06,0.118,-6.203,0.125,140.095,0.738,False,0,79,185481,
8251,Smile,Katy Perry,11,6lWp5O5XH6smTt4vzd4Mgy,Only Love,spotify:track:6lWp5O5XH6smTt4vzd4Mgy,0.297,0.71,0.46,0.0,0.106,-7.56,0.0492,98.033,0.228,True,1,51,198725,
8252,Smile,Katy Perry,12,2czhdHhprTLjvlIzj56jQt,What Makes A Woman,spotify:track:2czhdHhprTLjvlIzj56jQt,0.184,0.363,0.594,0.0,0.106,-7.847,0.079,94.639,0.257,True,1,49,131271,
8253,Smile,Katy Perry,2,1RsD951uUUlJx0MRioZfev,Cry About It Later,spotify:track:1RsD951uUUlJx0MRioZfev,0.0796,0.692,0.67,1.65e-05,0.248,-5.829,0.0871,126.004,0.445,False,0,59,189773,
8254,Witness (Deluxe),Katy Perry,1,6EzuVdWmzgOBmqHpzbbzfQ,Witness,spotify:track:6EzuVdWmzgOBmqHpzbbzfQ,0.0351,0.599,0.614,0.00017,0.106,-8.811,0.0548,119.831,0.123,True,0,52,250507,
8255,Witness (Deluxe),Katy Perry,2,3tqwKg0W8XfYORNrP4aIhu,Hey Hey Hey,spotify:track:3tqwKg0W8XfYORNrP4aIhu,0.0516,0.653,0.703,0.0,0.0521,-5.632,0.0982,134.064,0.488,True,1,57,214960,
8256,Witness (Deluxe),Katy Perry,3,2rk4s5NBhtHhhJIfjoaWES,Roulette,spotify:track:2rk4s5NBhtHhhJIfjoaWES,0.0133,0.639,0.644,1.37e-05,0.119,-4.5,0.0319,112.038,0.413,False,0,52,198680,
8257,Witness (Deluxe),Katy Perry,4,3OtMnyUaiipcAT23A8liyi,Swish Swish,spotify:track:3OtMnyUaiipcAT23A8liyi,0.0184,0.838,0.705,1.82e-05,0.102,-5.201,0.0449,119.953,0.583,True,0,72,242520,
8258,Witness (Deluxe),Katy Perry,5,60XMmxciP1qewvkcD16qKQ,Déjà Vu,spotify:track:60XMmxciP1qewvkcD16qKQ,0.318,0.636,0.607,0.00081,0.094,-6.895,0.064,120.061,0.165,False,0,50,197840,
8259,Witness (Deluxe),Katy Perry,7,6W20KhhJcEhRh71l5hQq8C,Mind Maze,spotify:track:6W20KhhJcEhRh71l5hQq8C,0.515,0.558,0.474,2.53e-06,0.0848,-7.526,0.0571,119.941,0.228,False,1,44,248173,
8260,Witness (Deluxe),Katy Perry,8,7BZSIG9TyowrVzSdZJpmeI,Miss You More,spotify:track:7BZSIG9TyowrVzSdZJpmeI,0.221,0.538,0.48,0.0,0.113,-8.075,0.0335,123.808,0.253,False,1,57,234280,
8261,Witness (Deluxe),Katy Perry,9,7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm,spotify:track:7qvxFz3JodM0A7xEM7k3YD,0.0814,0.562,0.8,0.0,0.199,-5.404,0.112,95.029,0.471,False,1,74,237733,
8262,Witness (Deluxe),Katy Perry,10,0frWUvNyEqlfy1WAxBAFbb,Tsunami,spotify:track:0frWUvNyEqlfy1WAxBAFbb,0.0324,0.586,0.561,0.0,0.107,-6.594,0.0817,161.906,0.446,False,0,47,203133,
8263,Witness (Deluxe),Katy Perry,11,4rHmKlFRiFzabiVO6e9w2e,Bon Appétit,spotify:track:4rHmKlFRiFzabiVO6e9w2e,0.131,0.8,0.795,9.02e-05,0.221,-5.835,0.0626,106.031,0.528,False,1,72,227813,
8264,Witness (Deluxe),Katy Perry,12,10jcBOZo0OwQVLPxp7bwB6,Bigger Than Me,spotify:track:10jcBOZo0OwQVLPxp7bwB6,0.0237,0.701,0.674,0.0,0.141,-5.906,0.0405,110.039,0.258,False,0,46,240760,
8265,Witness (Deluxe),Katy Perry,13,732x2Fy6jbt7qC70Zg463q,Save As Draft,spotify:track:732x2Fy6jbt7qC70Zg463q,0.349,0.591,0.566,0.0,0.109,-7.227,0.0487,131.76,0.0474,True,1,48,228653,
8266,Witness (Deluxe),Katy Perry,14,6Pp0cu0y4lOyRd04L3e9lS,Pendulum,spotify:track:6Pp0cu0y4lOyRd04L3e9lS,0.00303,0.621,0.788,0.000229,0.0311,-5.642,0.0436,94.004,0.607,False,1,45,240120,
8267,Witness (Deluxe),Katy Perry,15,784C7m9r88GPKe2yOAzGYJ,Into Me You See,spotify:track:784C7m9r88GPKe2yOAzGYJ,0.815,0.416,0.254,0.0,0.0936,-9.998,0.036,111.746,0.202,True,1,43,264400,
8268,Witness (Deluxe),Katy Perry,16,5CYXQ9WzVTUbyOYiSKwRFG,Dance With The Devil,spotify:track:5CYXQ9WzVTUbyOYiSKwRFG,0.351,0.704,0.567,0.000105,0.143,-6.378,0.0462,134.009,0.245,True,0,41,229413,
8269,Witness (Deluxe),Katy Perry,17,6HtHyWKAzwFwrSnnTunDMl,Act My Age,spotify:track:6HtHyWKAzwFwrSnnTunDMl,0.00708,0.687,0.794,0.0,0.375,-5.461,0.0907,112.056,0.617,True,1,42,221613,
8270,PRISM (Deluxe),Katy Perry,2,5Uc37Y6FijZcM538PqqkWd,Legendary Lovers,spotify:track:5Uc37Y6FijZcM538PqqkWd,0.0224,0.623,0.836,0.0,0.078,-4.788,0.0846,126.025,0.386,False,0,57,224216,
8271,PRISM (Deluxe),Katy Perry,3,2xLOMHjkOK8nzxJ4r6yOKR,Birthday,spotify:track:2xLOMHjkOK8nzxJ4r6yOKR,0.0879,0.719,0.674,3.75e-06,0.112,-5.122,0.0681,125.98,0.843,False,1,68,215042,
8272,PRISM (Deluxe),Katy Perry,4,0RCsGhR44nFVAd5WiZZcGq,Walking On Air,spotify:track:0RCsGhR44nFVAd5WiZZcGq,0.00144,0.631,0.908,0.0,0.23,-4.842,0.0391,128.027,0.821,False,0,56,222449,
8273,PRISM (Deluxe),Katy Perry,6,5jrdCoLpJSvHHorevXBATy,Dark Horse,spotify:track:5jrdCoLpJSvHHorevXBATy,0.00314,0.645,0.585,0.0,0.165,-6.122,0.0513,131.931,0.353,False,1,80,215672,
8274,PRISM (Deluxe),Katy Perry,7,5vL0yvddknhGj7IrBc6UTj,This Is How We Do,spotify:track:5vL0yvddknhGj7IrBc6UTj,0.0203,0.69,0.636,0.0,0.147,-6.028,0.0457,96.0,0.8,False,0,66,204285,
8275,PRISM (Deluxe),Katy Perry,8,5OzIe9IL95B23n4rN59JZ3,International Smile,spotify:track:5OzIe9IL95B23n4rN59JZ3,0.0278,0.514,0.817,0.0,0.137,-4.269,0.0482,129.98,0.548,False,0,54,227821,
8276,PRISM (Deluxe),Katy Perry,11,0NfwNHAyi4s9HVes4JkaXA,This Moment,spotify:track:0NfwNHAyi4s9HVes4JkaXA,0.118,0.774,0.769,0.0,0.0938,-3.798,0.0929,112.943,0.244,False,1,47,226598,
8277,PRISM (Deluxe),Katy Perry,12,2ve1HouBhfDbqROVQm2IBd,Double Rainbow,spotify:track:2ve1HouBhfDbqROVQm2IBd,0.27,0.618,0.645,0.0,0.0645,-7.937,0.0617,96.016,0.412,False,1,47,231631,
8278,PRISM (Deluxe),Katy Perry,14,6lOS1dPkjHlAzRCMplJupN,Spiritual,spotify:track:6lOS1dPkjHlAzRCMplJupN,0.0635,0.624,0.748,2.28e-06,0.104,-5.117,0.029,104.992,0.435,False,0,47,275889,
8279,PRISM (Deluxe),Katy Perry,15,4MxGfhE3DKxBhdSWTYvc4h,It Takes Two,spotify:track:4MxGfhE3DKxBhdSWTYvc4h,0.0951,0.724,0.673,0.0,0.0844,-4.348,0.0335,95.98,0.509,False,1,50,234504,
8280,PRISM (Deluxe),Katy Perry,16,3rHUpjfq9JjrfaTsEAmQBC,Choose Your Battles,spotify:track:3rHUpjfq9JjrfaTsEAmQBC,0.0246,0.712,0.838,1.01e-06,0.0646,-5.912,0.0859,104.014,0.281,False,1,44,267311,
8281,PRISM,Katy Perry,1,27tNWlhdAryQY04Gb2ZhUI,Roar,spotify:track:27tNWlhdAryQY04Gb2ZhUI,0.00492,0.671,0.771,7.28e-06,0.354,-4.821,0.0316,90.003,0.436,False,0,81,223546,
